pmid,e1,e2,label,sentence
25066097_2015.ann,EGFR gene,ADCs,2,Mutations in the EGFR gene  are detected in pulmonary adenocarcinomas (ADCs).
12023575_2002.ann,oncogene,pulmonary lymphoepithelioma-like carcinomas,2,New aspects in clinicopathologic and oncogene studies of 23 pulmonary lymphoepithelioma-like carcinomas.
24077583_2014.ann,brain-targeted gene,MPS-I,2,OBJECTIVE: To test whether brain-targeted gene therapy with recombinant adeno-associated virus (rAAV5)-IDUA  vectors in an MPS-I transgenic mouse model would reverse the pathological hallmarks.
24931004_2014.ann,Odd-skipped related 1,gastric cancer,2,Odd-skipped related 1 is a novel tumour suppressor gene and a potential prognostic biomarker in gastric cancer.
10426811_1999.ann,bcl-X(L),adenomas,2,"Of the acidophilic lesions, the majority of foci (28/32, 88%) and adenomas (47/50, 94%) expressed increased bcl-X(L), whereas increased bcl-2 was observed in only 12.5% of acidophilic preneoplastic foci (4/32) and 14% of acidophilic adenomas (7/50)."
10426811_1999.ann,bcl-X(L),adenomas,2,"Of the small-cell heterogeneous basophilic lesions, 86% of foci (31/36) and 85% of adenomas (35/41) exhibited increased bcl-2 protein levels compared with surrounding normal hepatocytes, whereas only 12.5% of foci (4/36) and 12% of adenomas (5/41) exhibited increased bcl-X(L) levels."
24335643_2014.ann,exons of 230 cancer-associated genes,metastatic tumor,2,"One year later, intra-abdominal metastatic tumor was detected and resected. It had sarcomatoid features by light microscopy and failed to stain for epithelial markers by immunohistochemistry. DNA was extracted separately from the epithelial and sarcomatoid component of the primary tumor, intra-abdominal metastasis, and normal tissue. All exons of 230 cancer-associated genes were sequenced to an average read depth of >500-fold."
17984115_2008.ann,DNp73,hepatocarcinogenesis,2,"Our data firmly establish the unique oncogenic capability of DNp73 to drive hepatocarcinogenesis in vivo, supporting its significance as a marker for disease severity in patients and as target for cancer prevention."
19277044_2009.ann,EphA1,CRC,2,Our findings identify EphA1 as a potential prognostic marker in CRC.
11731438_2001.ann,FHIT gene,IPF,2,Our findings suggest that allelic loss of the FHIT gene may be involved in carcinogenesis in the peripheral lung of patients with IPF.
23418309_2013.ann,KLLN,breast carcinomas,2,Our observations suggest that KLLN might be used as a potential prognostic marker and novel therapy target for breast carcinomas.
24123340_2014.ann,allele,NTDs,2,"Our results indicate that miR-9 and miR-197 specifically downregulate MTHFD1L levels in HEK293 and MCF-7 cells and that SNPrs7646 significantly affects miR-197 binding affinity to the MTHFD1L 3' UTR, causing more efficient posttranscriptional gene repression in the presence of the allele that is associated with increased risk of NTDs."
21464044_2011.ann,EGFR,CRC,2,Our results offer preclinical rationale warranting further clinical investigation combining HDACi with EGFR and HER2-targeted therapies for CRC treatment.
21464044_2011.ann,HER2,CRC,2,Our results offer preclinical rationale warranting further clinical investigation combining HDACi with EGFR and HER2-targeted therapies for CRC treatment.
25915847_2016.ann,beta-catenin-TCF target gene,CRC,2,"Overactivation of Wnt-beta-catenin signaling, including beta-catenin-TCF target gene expression, is a hallmark of colorectal cancer (CRC) development."
25915847_2016.ann,beta-catenin-TCF target gene,colorectal cancer (CRC),2,"Overactivation of Wnt-beta-catenin signaling, including beta-catenin-TCF target gene expression, is a hallmark of colorectal cancer (CRC) development."
25915847_2016.ann,beta-catenin-TCF target gene,colorectal cancer,2,"Overactivation of Wnt-beta-catenin signaling, including beta-catenin-TCF target gene expression, is a hallmark of colorectal cancer (CRC) development."
10395176_1999.ann,P53,malignant lymphoma,2,"P53 gene deficient mice (p53-/-) were found to spontaneously develop malignant lymphoma and hemangiosarcoma, whereas heterozygotes (p53+/-) mice display a high incidence of tumors of the urinary bladder when treated with N-butyl-N-(4-hydroxybutyl)nitrosamine."
10395176_1999.ann,P53,hemangiosarcoma,2,"P53 gene deficient mice (p53-/-) were found to spontaneously develop malignant lymphoma and hemangiosarcoma, whereas heterozygotes (p53+/-) mice display a high incidence of tumors of the urinary bladder when treated with N-butyl-N-(4-hydroxybutyl)nitrosamine."
18457901_2008.ann,gene Pdcd4 (programmed cell death 4),tumors,2,"Pdcd4 (programmed cell death 4) gene is tumor suppressor which expression is frequently down-regulated in tumors, which is considered as a diagnostic and prognostic marker as well as promising target for anti-cancer therapy."
14695323_2004.ann,K-ras gene,lung adenocarcinomas,2,"Point mutations of the K-ras gene, which are found in 10 to 30% of lung adenocarcinomas, are regarded as being an early event during the carcinogenesis."
11438465_2001.ann,ASPL-TFE3 gene,alveolar soft part sarcoma,2,Primary renal neoplasms with the ASPL-TFE3 gene fusion of alveolar soft part sarcoma: a distinctive tumor entity previously included among renal cell carcinomas of children and adolescents.
16467080_2006.ann,epidermal growth factor receptor (EGFR) gene,lung adenocarcinomas,2,PURPOSE: Activating somatic mutations in the epidermal growth factor receptor (EGFR) gene are present in a small subset of lung adenocarcinomas.
14581367_2003.ann,ING1b gene,non-small cell lung cancer,2,Reduced ING1b gene expression plays an important role in carcinogenesis of non-small cell lung cancer patients.
16467080_2006.ann,EGFR gene mutations,primary tumors,2,RESULTS: EGFR gene mutations were identified in 13% of the primary tumors.
19427313_2009.ann,SMO,carcinomas,2,"SMO might be a good therapeutic target for patients with colorectal polyps and carcinomas, even in the absence of Hh signal activation."
25623055_2015.ann,SPOCK1,GBC,2,SPOCK1 acts as an oncogene and may be a prognostic factor or therapeutic target for patients with GBC.
27409347_2016.ann,ING5,lung cancer,2,"Taken together, our data suggested that ING5 downregulation might involved in carcinogenesis, growth, and invasion of lung cancer and could be considered as a promising marker to gauge the aggressiveness of lung cancer."
26908628_2016.ann,EZH2,lung adenocarcinoma,2,"Taken together, our findings indicated that PVT1/EZH2/LATS2 interactions might serve as new target for lung adenocarcinoma diagnosis and therapy."
26908628_2016.ann,LATS2,lung adenocarcinoma,2,"Taken together, our findings indicated that PVT1/EZH2/LATS2 interactions might serve as new target for lung adenocarcinoma diagnosis and therapy."
26673619_2016.ann,RhoC,EC,2,"Taken together, our results demonstrated for the first time that miR-372 suppresses tumorigenesis and the development of EC; RhoC  is a new and potentially important therapeutic target."
18972434_2009.ann,TIP30,gastric cancer,2,"Taken together, the present work revealed a novel function of TIP30, which can possibly be used as an independent prognostic factor and a potential therapeutic target for gastric cancer."
20663904_2010.ann,SRC-3,lung cancer,2,"Taken together, these data suggest that SRC-3 may be an important oncogene and therapeutic target for lung cancer."
24381140_2014.ann,rs16948627,osteosarcoma,2,"TaqMan PCR genotyping technology was used to detect the genotypes of ITGA3 gene SNPs (rs2230392, rs2285524 and rs16948627) in the peripheral blood. Then, associations of the SNP (rs2230392, rs2285524 and rs16948627) genotypes with the incidence risk and tumor characteristics of osteosarcoma were evaluated."
24369145_2014.ann,Testis-specific Fank1 gene,oligospermia,2,Testis-specific Fank1 gene in knockdown mice produces oligospermia via apoptosis.
19709125_2009.ann,kallistatin gene,HCC,2,The aim of this study was to determine whether combining kallistatin gene  therapy and meloxicam could offer a better therapeutic effect to combat HCC in mice.
24381142_2014.ann,spastic paraplegia-20 promoter,gastric  cancer,2,The aim of this study was to evaluate hypermethylation of the spastic paraplegia-20 promoter as a potential biomarker and prognostic factor in gastric  cancer.
16524972_2006.ann,TP53,CRC,2,The aim of this work was to evaluate whether TP53 mutations classified as functionally inactive (< or=20% of wildtype transactivation ability) had different prognostic and predictive values in CRC compared with mutations that retained significant activity.
20737421_2011.ann,oncogenes c-myc,gastric cancer,2,"The expression of gastric cancer markers MUC1, MUC2, and MUC5AC, and oncogenes c-myc, c-met, cyclin E1, and cancer stem cell marker CD44 was determined in MGCC3I cells."
14695323_2004.ann,K-ras gene,lung adenocarcinoma,2,"The lung adenocarcinoma cells bearing the K-ras gene mutation (A549 and H820) showed consistently higher levels of cell motilities than those without the mutation (TKB6 and TKB14), and the motility of A549 and H820 cells were significantly inhibited by dnAkt transfection."
11438465_2001.ann,ASPL-TFE3,renal tumors,2,"The morphology of these eight ASPL-TFE3 fusion-positive renal tumors, although overlapping in some aspects that of classic ASPS, more closely resembles renal cell carcinoma (RCC), which was the a priori diagnosis in all cases."
23461063_2012.ann,recombinant plasmids,lung cancer,2,The recombinant plasmids were transfected into human lung cancer A549 cells by liposome-mediated method.
24122813_2014.ann,target gene loci,leukaemia,2,The resultant MLL fusion proteins are known to mediate leukaemia through disruption of the normal epigenetic regulation at the target gene loci.
17157259_2006.ann,c-Myc,small cell lung cancer,2,The significant association of SNIP1 and c-Myc staining in a non-small cell lung cancer tissue array is further evidence that their activities might be linked and suggests that SNIP1 might be an important modulator of c-Myc activity in carcinogenesis.
11280771_2001.ann,p16 locus,lung cancer,2,The significant link between tobacco and loss of  the p16 locus identifies additional genetic targets of smoking in the pathogenesis of lung cancer.
28733537_2017.ann,DEPDC1,NPC,2,"The siRNA-mediated DEPDC1 depletion resulted in significant inhibition of proliferation and delay in cell cycle progression in both NPC cell lines, CNE-1 and HNE-1."
11438465_2001.ann,der(17)t(X;17)(p11.2;q25),alveolar soft part sarcoma,2,"The unbalanced translocation, der(17)t(X;17)(p11.2;q25), is characteristic of alveolar soft part sarcoma (ASPS)."
26923637_2016.ann,Per1,bile duct cancer,2,Therefore bile duct cancer patients may be treated with miR-34a inhibitor or Per1 stimulator in the future.
18391202_2008.ann,MYH11,intestinal neoplasia,2,These data challenge our view on MYH11 as a passive differentiation marker functioning in muscle contraction and add to our understanding of intestinal neoplasia.
17599044_2008.ann,homeobox gene,colon cancer,2,"These data provide evidence that Cdx2 antagonizes the process of tumor cell dissemination, and they suggest that this homeobox gene might represent a new therapeutic target against metastatic spreading of colon cancer."
26271547_2015.ann,BIM deletion polymorphism,Korean NSCLC,2,These findings indicate that the BIM deletion polymorphism is common in Korean NSCLC patients but does not significantly affect the intrinsic biologic function of BH3-only protein.
27489358_2016.ann,CD133,diffuse type gastric cancers,2,These findings suggested that Notch1 signaling plays an important role in  the maintenance of the cancer stem-like phenotype in diffuse type gastric cancer  through an RBP-Jkappa dependent pathway and that inhibiting Notch1 signaling could be an effective therapy against CD133 positive diffuse type gastric cancers.
12571641_2003.ann,intravenous gene,disseminated cancers,2,"These findings suggested that the endostatin gene therapy, using cationic vector-mediated intravenous gene transfer, might be  a feasible strategy for organ-targeted prevention and regulation of possible disseminated cancers."
22735679_2012.ann,ALK-gene,lung cancer,2,"These results favour non-invasive, ALK-gene status pre-screening on a routine basis on CTCs isolated from patients with lung cancer and open new avenues for real-time monitoring for adapted targeted therapy."
25516351_2014.ann,SPARC,human gastric cancers,2,These results implicate SPARC promoter methylation as an important factor in the tumorigenesis of gastric carcinomas and provide new insights into the potential use of SPARC as a novel biomarker and the potential clinical importance in human gastric cancers.
18413810_2008.ann,NAG-1,prostate cancer,2,These results indicate that  VES-induced expression of NAG-1 mRNA/protein is regulated by transcriptional/post-transcriptional mechanism in a p38 kinase-dependent manner and NAG-1 can be chemopreventive/therapeutic target in prostate cancer.
24123340_2014.ann,SNP rs7646,NTD,2,"These results reveal that the association of SNP rs7646 and NTD risk involves differences in microRNA regulation and, highlights the importance of genotype-dependent differential microRNA regulation in relation to human disease risk."
25916654_2015.ann,ERBB4,CRC,2,These results suggest ERBB4 as a novel therapeutic target in a subset  of CRC.
18665156_2008.ann,IFN-alpha gene,HCC,2,These results suggest that IFN-alpha gene therapy is a promising strategy to treat HCC  patients who have concomitant liver cirrhosis.
28165654_2017.ann,PSMA6,lung cancer,2,These results suggested that PSMA6 serves as an attractive target with a high therapeutic index for lung cancer.
19925653_2009.ann,TLR4,lung tumorigenesis,2,This study  was designed to identify TLR4-mediated gene expression pathways that may be used  as prognostic indicators of susceptibility to lung tumorigenesis in mice and provide insight into the mechanism.
18171987_2007.ann,c-Myc,colorectal cancer,2,This study shows that c-Myc is critical for Apc-dependent intestinal tumorigenesis in mice and provides a potential therapeutic target in the treatment of colorectal cancer.
20214788_2010.ann,c-Jun,liver cancer,2,This suggests that c-Jun inhibition may serve as a therapeutic target for liver cancer.
17254769_2007.ann,trophinin,lung cancer,2,"Through a combination of data mining and  biochemical assays, we identified trophinin, which could enhance cell invasion, as a novel prognostic factor for early stage lung cancer."
11280771_2001.ann,p16 gene,non-small cell lung cancer,2,"Thus, inactivation of the p16 gene is a common event in all non-small cell lung cancer, but the mechanism of gene alteration differs between smokers and nonsmokers."
15634757_2004.ann,DAP kinase promoter,NSCLC,2,"To determine whether DAP  kinase promoter methylation contributes to TRAIL resistance in NSCLC cells, we measured DAP kinase promoter methylation and its gene expression status in 11 NSCLC cell lines and correlated the methylation/expression status with the sensitivity of cells to TRAIL."
24122813_2014.ann,HOX,leukaemia,2,"To elucidate the pathogenic role of MLL fusion proteins in HOX dysregulation in leukaemia, we generated a novel haematopoietic lineage-specific Mll-Een knock-in mouse model using a Cre-mediated inversion strategy."
16467080_2006.ann,EGFR  gene,lung adenocarcinomas,2,"To further determine the genetic and molecular  characteristics of tumors carrying EGFR gene mutations, we investigated the EGFR  gene status in lung adenocarcinomas and evaluated its association with specific characteristics of the patients and tumors, such as mutations at KRAS and p53, EGFR and ErbB2 gene amplification, levels of EGFR and HER2 proteins, and levels of downstream effectors of EGFR, such as phospho-extracellular signal-regulated kinase and phospho-S6 proteins."
25888808_2015.ann,lncRNA,lung cancer,2,"To our knowledge, this is the first study to report the changes in an lncRNA expression profile induced by resveratrol in lung cancer."
24092381_2014.ann,netrin-1 gene,Tubular atrophy,2,Tubular atrophy and low netrin-1 gene expression are associated with delayed kidney allograft function.
24122813_2014.ann,Hox genes,leukaemic,2,"Using Mll-Een-expressing leukaemic cell lines derived from bone marrow of Mll(Een) (/+) mutant mice, we showed that induction of Hox genes in leukaemic cells was associated with hypomethylated promoter regions and an aberrant active chromatin  state at the Hox loci."
26658681_2016.ann,HAO2,HCC,2,We also demonstrate that dysregulation of HAO2 is a very early event in the development of HCC and it may represent a useful diagnostic and prognostic marker for human HCC.
11731438_2001.ann,FHIT gene,IPF,2,We confirmed allelic loss in the metaplasias and bronchiolar epithelia of IPF by FISH analysis of the FHIT gene.
11438465_2001.ann,t(X;17),renal tumors,2,"We confirmed the balanced nature of the t(X;17) translocation by fluorescence in situ hybridization in all seven renal tumors thus analyzed, which contrasts sharply with the unbalanced nature of the translocation in ASPS."
11438465_2001.ann,t(X;17),renal tumors,2,"We describe herein eight morphologically distinctive renal tumors occurring in young people that bear the identical ASPL-TFE3 fusion transcript as  ASPS, with the distinction that the t(X;17) translocation is cytogenetically balanced in these renal tumors."
19435926_2009.ann,TFPI2,CRC,2,We further explored the potential of TFPI2 as a biomarker for the early detection of CRC using stool DNA-based assays in patients with nonmetastatic CRC and average-risk  noncancer controls who were candidates for screening.
19709125_2009.ann,kallistatin gene,HCC,2,"We have previously reported that kallistatin gene therapy suppressed the growth of HCC tumors by its anti-angiogenic activity, and meloxicam, a selective COX-2 inhibitor, inhibited proliferation and induced apoptosis of human HCC cells in vitro."
26271547_2015.ann,BIM intron 2,lung cancer,2,We hypothesized that a BIM intron 2 deletion polymorphism increases lung cancer risk and predicts poor prognosis in non-small lung cancer (NSCLC) patients.
26271547_2015.ann,BIM intron 2,non-small lung cancer (NSCLC),2,We hypothesized that a BIM intron 2 deletion polymorphism increases lung cancer risk and predicts poor prognosis in non-small lung cancer (NSCLC) patients.
26271547_2015.ann,BIM intron 2,non-small lung cancer,2,We hypothesized that a BIM intron 2 deletion polymorphism increases lung cancer risk and predicts poor prognosis in non-small lung cancer (NSCLC) patients.
26271547_2015.ann,BIM intron 2,NSCLC,2,We hypothesized that a BIM intron 2 deletion polymorphism increases lung cancer risk and predicts poor prognosis in non-small lung cancer (NSCLC) patients.
24155122_2014.ann,MET proto-oncogene,CCPRCC,2,"We identified multiple  somatic mutations in CCPRCC cases, including a recurrent [3/14 cases (21%)] non-synonymous T992I mutation in the MET proto-oncogene, a gene associated with epithelial-to-mesenchymal transition (EMT)."
21743489_2012.ann,NAC1,ovarian cancer,2,"We report here that autophagy was involved in NAC1-mediated resistance to cisplatin, a commonly used  chemotherapeutic drug in the treatment of ovarian cancer."
24130121_2014.ann,genetic disease,cutaneous malignancies,2,"Xeroderma pigmentosum variant (XP-V) is a rare genetic disease, characterized by  some sunlight sensitivity and predisposition to cutaneous malignancies."
20506153_2011.ann,p53,hepatocellular carcinoma (HCC),3," A genetic basis of hepatocellular carcinoma (HCC) has been well-established and major signaling pathways, such as p53, Wnt-signaling, transforming growth factor-beta (TGF-beta) and Ras pathways, have been identified to be essential to  HCC development."
19919837_2010.ann,p53,hepatocellular carcinoma,3," BACKGROUND & AIMS: p53 Mutations are very common in human hepatocellular carcinoma, and induction of hepatic p53 expression causes lysis of implanted hepatoblastoma cells in a chimeric mouse."
24177224_2013.ann,Myc,hepatocellular carcinoma,3," Instead, data revealed that Skp2 regulated Myc activity, which has oncogenic potential in the generation of hepatocellular carcinoma."
24113455_2013.ann,miR-122,hepatocellular carcinoma,3, Loss of miR-122 causes chronic steatohepatitis and spontaneous hepatocellular carcinoma.
12060674_2002.ann,MAT1A,nonalcoholic steatohepatitis,3, Mice lacking MAT1A have reduced hepatic S-adenosylmethionine content and hyperplasia and spontaneously develop nonalcoholic steatohepatitis.
24531873_2014.ann,MicroRNA-122,hepatocellular carcinoma (HCC),3," MicroRNA-122 (miR-122), a highly abundant and liver-specific miRNA, acts as a tumor suppressor against hepatocellular carcinoma (HCC)."
24531873_2014.ann,MicroRNA-122,hepatocellular carcinoma,3," MicroRNA-122 (miR-122), a highly abundant and liver-specific miRNA, acts as a tumor suppressor against hepatocellular carcinoma (HCC)."
24531873_2014.ann,miR-122,hepatocellular carcinoma (HCC),3," MicroRNA-122 (miR-122), a highly abundant and liver-specific miRNA, acts as a tumor suppressor against hepatocellular carcinoma (HCC)."
24531873_2014.ann,miR-122,hepatocellular carcinoma,3," MicroRNA-122 (miR-122), a highly abundant and liver-specific miRNA, acts as a tumor suppressor against hepatocellular carcinoma (HCC)."
18302511_2008.ann,PPARgamma1,atherosclerosis,3, Peroxisome proliferator-activated receptor-gamma1 (PPARgamma1) is an important transcription factor involved in atherosclerosis progression.
7478622_1995.ann,p53 gene,colorectal cancer,3," Surprisingly, given the proposed role for loss of function mutations of the p53 gene in the development of human colorectal cancer, we have found no evidence for either an increase in the rate of adenoma formation in APC +/-, p53 -/- animals,  or an increased rate of progression to malignancy compared with APC +/- p53 +/+ mice."
9362446_1997.ann,Tg737 gene,liver tumors,3, The Tg737 gene was investigated for gross alterations in a series of rodent/human liver tumors and human tumorigenic cell lines.
21531817_2011.ann,IFITM3,colon cancer,3,A Cox proportional hazards model showed that IFITM3 expression was  an independent prognostic factor for disease-free survival in patients with colon cancer.
21038412_2010.ann,miR-122,hepatocellular carcinoma,3,A novel GSK-3 beta-C/EBP alpha-miR-122-insulin-like growth factor 1 receptor regulatory circuitry in human hepatocellular carcinoma.
26068969_2015.ann,HER2,breast cancer,3,A previous investigation indicated that ATA is more effective in inhibiting the growth of breast cancer especially cells with HER2 overexpression.
21035526_2011.ann,let-7a,hepatocarcinogenesis,3,"Additional qRT-PCR analysis revealed gradual elevation of some circulating miRNAs (i.e., let-7a, let-7f, miR-34a, miR-98, miR-331, miR-338 and miR-652) with progress of hepatocarcinogenesis."
21035526_2011.ann,miR-34a,hepatocarcinogenesis,3,"Additional qRT-PCR analysis revealed gradual elevation of some circulating miRNAs (i.e., let-7a, let-7f, miR-34a, miR-98, miR-331, miR-338 and miR-652) with progress of hepatocarcinogenesis."
21035526_2011.ann,miR-98,hepatocarcinogenesis,3,"Additional qRT-PCR analysis revealed gradual elevation of some circulating miRNAs (i.e., let-7a, let-7f, miR-34a, miR-98, miR-331, miR-338 and miR-652) with progress of hepatocarcinogenesis."
21035526_2011.ann,miR-331,hepatocarcinogenesis,3,"Additional qRT-PCR analysis revealed gradual elevation of some circulating miRNAs (i.e., let-7a, let-7f, miR-34a, miR-98, miR-331, miR-338 and miR-652) with progress of hepatocarcinogenesis."
21035526_2011.ann,miR-338,hepatocarcinogenesis,3,"Additional qRT-PCR analysis revealed gradual elevation of some circulating miRNAs (i.e., let-7a, let-7f, miR-34a, miR-98, miR-331, miR-338 and miR-652) with progress of hepatocarcinogenesis."
21035526_2011.ann,miR-652,hepatocarcinogenesis,3,"Additional qRT-PCR analysis revealed gradual elevation of some circulating miRNAs (i.e., let-7a, let-7f, miR-34a, miR-98, miR-331, miR-338 and miR-652) with progress of hepatocarcinogenesis."
22093452_2011.ann,Hras,hepatocarcinogenesis,3,"AIM: To define the biological contributions of Hras to mouse hepatocarcinogenesis, we quantified in vivo interactions between mutant Hras and other genetic alterations frequently associated with liver cancer, including overexpression of the transcription factor c-myc and the epidermal growth factor receptor ligand transforming growth factor alpha (TGFalpha)."
22093452_2011.ann,Hras,liver cancer,3,"AIM: To define the biological contributions of Hras to mouse hepatocarcinogenesis, we quantified in vivo interactions between mutant Hras and other genetic alterations frequently associated with liver cancer, including overexpression of the transcription factor c-myc and the epidermal growth factor receptor ligand transforming growth factor alpha (TGFalpha)."
22093452_2011.ann,c-myc,liver cancer,3,"AIM: To define the biological contributions of Hras to mouse hepatocarcinogenesis, we quantified in vivo interactions between mutant Hras and other genetic alterations frequently associated with liver cancer, including overexpression of the transcription factor c-myc and the epidermal growth factor receptor ligand transforming growth factor alpha (TGFalpha)."
7846077_1995.ann,Apc gene,colon carcinogenesis,3,Alteration of the Apc gene was shown to play a more important role in PhIP-induced than in IQ-induced rat colon carcinogenesis.
7585562_1995.ann,hMSH2 gene,hereditary nonpolyposis colon cancer,3,Alterations of the hMSH2 gene has been linked to approximately 60% of hereditary nonpolyposis colon cancer cases.
23714159_2013.ann,p53,hepatocarcinogenesis,3,"Although induced cell death is regarded as the major component of p53 tumor-suppressive activity, we recently found that sustained p53 activation subsequent to DNA damage promotes inflammation-associated hepatocarcinogenesis."
17699716_2007.ann,HER2,breast cancer,3,"Amplification of the HER2 (ErbB2, c-Neu) proto-oncogene in breast cancer is associated with poor prognosis and high relapse rates."
23418309_2013.ann,KLLN,breast cancer,3,"Androgen receptor-induced tumor suppressor, KLLN, inhibits breast cancer growth and transcriptionally activates p53/p73-mediated apoptosis in breast carcinomas."
24531873_2014.ann,microRNA-122,hepatocellular carcinoma,3,Antitumor function of microRNA-122 against hepatocellular carcinoma.
25065684_2015.ann,c-Myc,hepatocarcinogenesis,3,Astrocyte elevated gene-1 and c-Myc cooperate to promote hepatocarcinogenesis in  mice.
25065684_2015.ann,Astrocyte elevated gene-1,hepatocarcinogenesis,3,Astrocyte elevated gene-1 and c-Myc cooperate to promote hepatocarcinogenesis in  mice.
8831610_1996.ann,APC gene,intestinal neoplasia,3,"BACKGROUND & AIMS: Mutations in the APC gene result in an increased propensity to develop intestinal neoplasia; however, a complete understanding of the mechanisms resulting in tumor formation has remained elusive."
19147571_2009.ann,Notch,colon cancer,3,"Because Notch signaling is implicated in colon cancer tumorigenesis and protects  cells from apoptosis by inducing prosurvival targets, it was hypothesized that inhibition of Notch signaling with gamma-secretase inhibitors (GSI) may enhance the chemosensitivity of colon cancer cells."
9816310_1996.ann,K-sam,stomach cancer,3,"By immunohistochemical analysis, 20 of 38 cases of the undifferentiated type of advanced stomach cancer  were K-sam positive, whereas none of 11 cases of the differentiated or intestinal type revealed K-sam staining."
24113455_2013.ann,miR-122,hepatocarcinogenesis,3,"Collectively, miR-122 depletion facilitates cystogenesis and hepatocarcinogenesis in mice on DEN challenge by up-regulating several genes involved in proliferation, growth factor signaling, neovascularization, and metastasis."
19726678_2009.ann,miR-122,liver cancer,3,"Collectively, these results suggest that the loss of multifunctional miR-122 contributes to the malignant phenotype of HCC cells, and miR-122 mimetic alone or in combination with anticancer drugs can be a promising therapeutic regimen against liver cancer."
24124108_2014.ann,quercetin,liver cancer,3,"CONCLUSION: The outcomes of this study represent a significant contribution to the current understanding on the preventive mechanisms of quercetin during the early stages of liver cancer development, demonstrating that in addition to its known proapoptotic characteristics, the flavonoid modulates the expression of critical cell cycle regulators and peroxisome proliferator activated receptor-alpha activity."
21531817_2011.ann,IFITM3,colon cancer,3,"CONCLUSION: These clinical and mechanistic findings indicate that IFITM3 is a direct transcriptional target of KLF4 and that dysregulated KLF4 expression leads to aberrant IFITM3 expression, thus contributing to colon cancer progression and metastasis."
15958644_2005.ann,p53,colorectal cancer,3,CONCLUSIONS: Acute ablation of GSK3beta in colorectal cancer cells activates p53-dependent apoptosis and antagonizes tumor growth.
24694019_2014.ann,Chrm3,intestinal neoplasia,3,"CONCLUSIONS: Our results identify a novel candidate mouse gene, Zfp277, whose expression pattern is compatible with a role in mediating divergent effects of Chrm3 and Chrm1 gene ablation on murine intestinal neoplasia."
24694019_2014.ann,Chrm1 gene,intestinal neoplasia,3,"CONCLUSIONS: Our results identify a novel candidate mouse gene, Zfp277, whose expression pattern is compatible with a role in mediating divergent effects of Chrm3 and Chrm1 gene ablation on murine intestinal neoplasia."
21291235_2011.ann,beta-catenin gene,CRC,3,"CRC is initiated by mutations of the tumor suppressor gene, adenomatous polyposis coli (APC), or beta-catenin gene."
10732766_2000.ann,p53,CRC,3,CRC xenografts differed in their p53 status (wt or muf) and in their microsatellite instability phenotype (MSI+ when altered).
10732766_2000.ann,microsatellite,CRC,3,CRC xenografts differed in their p53 status (wt or muf) and in their microsatellite instability phenotype (MSI+ when altered).
10732766_2000.ann,MSI,CRC,3,CRC xenografts differed in their p53 status (wt or muf) and in their microsatellite instability phenotype (MSI+ when altered).
18372904_2008.ann,K-Ras,colon tumor,3,"Differential effects of oncogenic K-Ras and N-Ras on proliferation, differentiation and tumor progression in the colon."
18925631_2008.ann,hepatocyte nuclear factor-4alpha gene,hepatocellular carcinoma,3,Differentiation therapy of hepatocellular carcinoma in mice with recombinant adenovirus carrying hepatocyte nuclear factor-4alpha gene.
19711427_2009.ann,miR-155,hepatocellular carcinoma (HCC),3,"Ectopic expression of miR-155 promoted growth of hepatocellular carcinoma (HCC) cells, whereas its depletion inhibited cell growth."
19711427_2009.ann,miR-155,hepatocellular carcinoma,3,"Ectopic expression of miR-155 promoted growth of hepatocellular carcinoma (HCC) cells, whereas its depletion inhibited cell growth."
26070602_2015.ann,miR-184,triple negative breast cancer,3,Ectopic reactivation of miR-184 inhibited the proliferation and self-renewal of triple negative breast cancer (TNBC) cell lines in vitro and delayed primary tumour formation and reduced metastatic burden in vivo.
22105368_2012.ann,p53,gastric cancer,3,"Epigenetic inactivation of paired box gene 5, a novel tumor suppressor gene, through direct upregulation of p53 is associated with prognosis in gastric cancer patients."
25916654_2015.ann,ERBB4,colorectal cancer,3,"ERBB4 alterations in a The Cancer Genome Atlas colorectal cancer (CRC) data set stratified survival, and in a combined Moffitt Cancer Center and Vanderbilt Medical Center CRC expression data set, ERBB4 message levels were increased at all tumor stages."
25916654_2015.ann,ERBB4,CRC,3,"ERBB4 alterations in a The Cancer Genome Atlas colorectal cancer (CRC) data set stratified survival, and in a combined Moffitt Cancer Center and Vanderbilt Medical Center CRC expression data set, ERBB4 message levels were increased at all tumor stages."
22796152_2012.ann,FHL2,hepatocarcinogenesis,3,"Finally, while Apo-FHL2 mice developed no tumors, the FHL2 transgene enhanced hepatocarcinogenesis induced by liver-specific deletion of the adenomatous polyposis coli gene and aberrant Wnt/beta-catenin signaling in Apc(lox/lox) animals."
22796152_2012.ann,adenomatous polyposis coli gene,hepatocarcinogenesis,3,"Finally, while Apo-FHL2 mice developed no tumors, the FHL2 transgene enhanced hepatocarcinogenesis induced by liver-specific deletion of the adenomatous polyposis coli gene and aberrant Wnt/beta-catenin signaling in Apc(lox/lox) animals."
24113161_2013.ann,ADCY3,gastric cancer,3,Further study on the mechanism of ADCY3 in tumorigenesis will provide  the basis as a new molecular target of gastric cancer.
25550771_2014.ann,PTEN,hepatocarcinogenesis,3,Furthermore strategies designed to restore the expression of PTEN may  be promising therapies for preventing HCV dependent hepatocarcinogenesis.
